Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
FDA08,11.85,Regular,0.0502,Fruits and Vegetables,163.153,OUT049,1999,Medium,Tier 1,Supermarket Type1,2192.8561,Perisable,Low Visibilty
FDG31,12.15,Low Fat,0,Meat,65.183,OUT046,1997,Small,Tier 1,Supermarket Type1,1173.9077,Perisable,Unknown
FDV33,9.6,Regular,0.0273,Snack Foods,258.13,OUT035,2004,Small,Tier 2,Supermarket Type1,3424.1763,Non-Perisable,Low Visibilty
DRZ24,7.54,Low Fat,0,Soft Drinks,120.244,OUT018,2009,Medium,Tier 3,Supermarket Type2,1409.0092,Drinks,Unknown
NCL54,12.6,Low Fat,0.0827,Household,173.505,OUT035,2004,Small,Tier 2,Supermarket Type1,2819.2497,Household,Low Visibilty
FDR12,12.6,Regular,0.0316,Baking Goods,172.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,2599.9425,Perisable,Low Visibilty
NCC54,17.75,Low Fat,0.0977,Health and Hygiene,241.92,OUT046,1997,Small,Tier 1,Supermarket Type1,3085.6398,Household,Low Visibilty
DRN59,15,Low Fat,0,Hard Drinks,45.906,OUT013,1987,High,Tier 3,Supermarket Type1,697.9592,Drinks,Unknown
FDW60,5.44,Regular,0.0171,Baking Goods,176.837,OUT049,1999,Medium,Tier 1,Supermarket Type1,2563.6961,Perisable,Low Visibilty
FDX08,12.85,Low Fat,0.0227,Fruits and Vegetables,182.432,OUT017,2007,,Tier 2,Supermarket Type1,2963.1426,Perisable,Low Visibilty
DRD49,9.9,Low Fat,0.1677,Soft Drinks,236.456,OUT013,1987,High,Tier 3,Supermarket Type1,3170.2344,Drinks,High Visibility
FDD33,12.85,Low Fat,0.1082,Fruits and Vegetables,231.264,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.7946,Perisable,High Visibility
FDW35,10.6,Low Fat,0.0111,Breads,42.245,OUT013,1987,High,Tier 3,Supermarket Type1,588.3919,Perisable,Low Visibilty
FDJ36,14.5,Regular,0.129,Baking Goods,102.933,OUT017,2007,,Tier 2,Supermarket Type1,1544.81,Perisable,High Visibility
FDV51,16.35,Low Fat,0.0325,Meat,166.384,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.1802,Perisable,Low Visibilty
FDW36,11.15,Low Fat,0.0569,Baking Goods,106.462,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.873,Perisable,Low Visibilty
FDH35,18.25,Low Fat,0.0602,Starchy Foods,165.253,OUT046,1997,Small,Tier 1,Supermarket Type1,2142.68,Non-Perisable,Low Visibilty
FDN49,17.25,Regular,0.1259,Breakfast,38.248,OUT017,2007,,Tier 2,Supermarket Type1,492.2499,Non-Perisable,High Visibility
FDL08,10.8,Low Fat,0.0499,Fruits and Vegetables,246.014,OUT018,2009,Medium,Tier 3,Supermarket Type2,2613.4208,Perisable,Low Visibilty
FDI09,20.75,Regular,0.1292,Seafood,240.088,OUT013,1987,High,Tier 3,Supermarket Type1,4489.9526,Perisable,High Visibility
FDP19,11.5,Low Fat,0.1742,Fruits and Vegetables,129.465,OUT018,2009,Medium,Tier 3,Supermarket Type2,1868.1552,Perisable,High Visibility
FDU21,11.8,Regular,0.1284,Snack Foods,33.056,OUT010,1998,,Tier 3,Grocery Store,34.7548,Non-Perisable,High Visibility
NCP41,16.6,Low Fat,0.0162,Health and Hygiene,107.66,OUT045,2002,,Tier 2,Supermarket Type1,1640.7304,Household,Low Visibilty
FDY10,17.6,Low Fat,0.049,Snack Foods,112.618,OUT013,1987,High,Tier 3,Supermarket Type1,1641.187,Non-Perisable,Low Visibilty
FDP12,9.8,Regular,0.0455,Baking Goods,36.287,OUT018,2009,Medium,Tier 3,Supermarket Type2,362.1165,Perisable,Low Visibilty
NCN26,10.85,Low Fat,0.0287,Household,116.081,OUT049,1999,Medium,Tier 1,Supermarket Type1,1575.2365,Household,Low Visibilty
FDK44,16.6,Low Fat,0.1221,Fruits and Vegetables,174.474,OUT013,1987,High,Tier 3,Supermarket Type1,2238.693,Perisable,High Visibility
FDC28,7.91,Low Fat,0.0551,Frozen Foods,109.125,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.3167,Non-Perisable,Low Visibilty
NCT29,12.6,Low Fat,0.0641,Health and Hygiene,123.541,OUT035,2004,Small,Tier 2,Supermarket Type1,2002.0589,Household,Low Visibilty
FDU60,20,Regular,0.0601,Baking Goods,167.113,OUT018,2009,Medium,Tier 3,Supermarket Type2,2168.8295,Perisable,Low Visibilty
FDS02,10.2,Regular,0.1462,Dairy,193.179,OUT045,2002,,Tier 2,Supermarket Type1,3090.5062,Perisable,High Visibility
FDC51,10.9,Regular,0.0096,Dairy,123.073,OUT046,1997,Small,Tier 1,Supermarket Type1,1860.7219,Perisable,Low Visibilty
FDU03,18.7,Regular,0.0915,Meat,182.629,OUT013,1987,High,Tier 3,Supermarket Type1,2868.8217,Perisable,Low Visibilty
FDX39,14.3,Regular,0.0498,Meat,211.759,OUT045,2002,,Tier 2,Supermarket Type1,3474.2655,Perisable,Low Visibilty
NCY05,13.5,Low Fat,0.092,Health and Hygiene,36.687,OUT010,1998,,Tier 3,Grocery Store,104.9563,Household,Low Visibilty
FDD32,17.7,Regular,0,Fruits and Vegetables,80.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1533.657,Perisable,Unknown
NCN41,17,Low Fat,0.0523,Health and Hygiene,122.773,OUT045,2002,,Tier 2,Supermarket Type1,1571.439,Household,Low Visibilty
NCX53,20.1,Low Fat,0.015,Health and Hygiene,141.515,OUT049,1999,Medium,Tier 1,Supermarket Type1,2339.034,Household,Low Visibilty
FDQ23,6.55,Low Fat,0.0245,Breads,104.033,OUT046,1997,Small,Tier 1,Supermarket Type1,1680.0263,Perisable,Low Visibilty
FDQ52,17,Low Fat,0.1196,Frozen Foods,249.043,OUT045,2002,,Tier 2,Supermarket Type1,3909.9271,Non-Perisable,High Visibility
FDC14,14.5,Regular,0.0413,Canned,40.145,OUT045,2002,,Tier 2,Supermarket Type1,523.2481,Non-Perisable,Low Visibilty
FDY09,15.6,Low Fat,0.0252,Snack Foods,176.805,OUT035,2004,Small,Tier 2,Supermarket Type1,3366.2115,Non-Perisable,Low Visibilty
FDQ28,14,Regular,0.0605,Frozen Foods,156.466,OUT045,2002,,Tier 2,Supermarket Type1,2316.9521,Non-Perisable,Low Visibilty
FDV25,5.91,Low Fat,0.0457,Canned,221.046,OUT046,1997,Small,Tier 1,Supermarket Type1,4251.6612,Non-Perisable,Low Visibilty
FDJ07,7.26,Low Fat,0.0144,Meat,116.215,OUT035,2004,Small,Tier 2,Supermarket Type1,1892.5718,Perisable,Low Visibilty
DRB25,12.3,Low Fat,0.0696,Soft Drinks,106.094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1692.7519,Drinks,Low Visibilty
FDB28,6.62,Low Fat,0.0934,Dairy,197.843,OUT046,1997,Small,Tier 1,Supermarket Type1,2615.1933,Perisable,Low Visibilty
FDT36,12.3,Low Fat,0.1113,Baking Goods,36.087,OUT035,2004,Small,Tier 2,Supermarket Type1,623.151,Perisable,High Visibility
FDV25,5.91,Low Fat,0.0459,Canned,222.146,OUT017,2007,,Tier 2,Supermarket Type1,3937.271,Non-Perisable,Low Visibilty
FDC57,20.1,Regular,0.0549,Fruits and Vegetables,193.282,OUT017,2007,,Tier 2,Supermarket Type1,3393.9387,Perisable,Low Visibilty
FDQ03,15,Regular,0.0783,Meat,236.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,3635.7523,Perisable,Low Visibilty
FDU23,12.15,Low Fat,0.0218,Breads,167.118,OUT017,2007,,Tier 2,Supermarket Type1,2775.2313,Perisable,Low Visibilty
NCX41,19,Low Fat,0.0177,Health and Hygiene,212.624,OUT035,2004,Small,Tier 2,Supermarket Type1,3964.0945,Household,Low Visibilty
NCD06,13,Low Fat,0.0993,Household,46.706,OUT035,2004,Small,Tier 2,Supermarket Type1,750.706,Household,Low Visibilty
FDW08,12.1,Low Fat,0.1487,Fruits and Vegetables,106.728,OUT045,2002,,Tier 2,Supermarket Type1,1347.9866,Perisable,High Visibility
NCU29,7.69,Low Fat,0.0256,Health and Hygiene,145.076,OUT017,2007,,Tier 2,Supermarket Type1,2593.0903,Household,Low Visibilty
NCE06,5.83,Low Fat,0.0914,Household,160.989,OUT013,1987,High,Tier 3,Supermarket Type1,2457.5376,Household,Low Visibilty
FDV52,20.7,Regular,0.2034,Frozen Foods,117.947,OUT010,1998,,Tier 3,Grocery Store,238.2992,Non-Perisable,High Visibility
FDB02,9.7,Regular,0.0293,Canned,176.637,OUT017,2007,,Tier 2,Supermarket Type1,2894.7549,Non-Perisable,Low Visibilty
NCR18,15.85,Low Fat,0.0205,Household,42.911,OUT045,2002,,Tier 2,Supermarket Type1,525.4171,Household,Low Visibilty
FDK16,9.07,Low Fat,0,Frozen Foods,94.409,OUT049,1999,Medium,Tier 1,Supermarket Type1,1239.3495,Non-Perisable,Unknown
NCQ29,12,Low Fat,0.1745,Health and Hygiene,258.728,OUT010,1998,,Tier 3,Grocery Store,670.0105,Household,High Visibility
FDW27,5.86,Regular,0.1508,Meat,157.031,OUT035,2004,Small,Tier 2,Supermarket Type1,2017.3893,Perisable,High Visibility
FDD17,7.5,Low Fat,0.0328,Frozen Foods,237.891,OUT018,2009,Medium,Tier 3,Supermarket Type2,2894.3924,Non-Perisable,Low Visibilty
FDW39,6.69,Regular,0.0369,Meat,176.637,OUT013,1987,High,Tier 3,Supermarket Type1,2491.25,Perisable,Low Visibilty
DRH59,10.8,Low Fat,0.0586,Hard Drinks,72.638,OUT045,2002,,Tier 2,Supermarket Type1,1069.2564,Drinks,Low Visibilty
FDS52,8.89,Low Fat,0.0055,Frozen Foods,101.702,OUT013,1987,High,Tier 3,Supermarket Type1,1185.1119,Non-Perisable,Low Visibilty
NCF54,18,Low Fat,0.0473,Household,173.642,OUT013,1987,High,Tier 3,Supermarket Type1,2330.9977,Household,Low Visibilty
FDH46,6.94,Regular,0.0414,Snack Foods,102.833,OUT045,2002,,Tier 2,Supermarket Type1,1202.8312,Non-Perisable,Low Visibilty
NCP14,8.28,Low Fat,0.1105,Household,103.631,OUT049,1999,Medium,Tier 1,Supermarket Type1,1732.5371,Household,High Visibility
FDH50,15,Regular,0,Canned,185.227,OUT049,1999,Medium,Tier 1,Supermarket Type1,3315.1601,Non-Perisable,Unknown
DRF15,18.35,Low Fat,0.0556,Dairy,153.534,OUT010,1998,,Tier 3,Grocery Store,245.3401,Perisable,Low Visibilty
NCJ06,20.1,Low Fat,0.0347,Household,120.178,OUT049,1999,Medium,Tier 1,Supermarket Type1,2094.2589,Household,Low Visibilty
FDN02,16.5,Low Fat,0.0741,Canned,205.464,OUT018,2009,Medium,Tier 3,Supermarket Type2,3148.1975,Non-Perisable,Low Visibilty
FDQ51,16,Regular,0.0176,Meat,45.972,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.2263,Perisable,Low Visibilty
FDQ07,15.1,Regular,0.0879,Fruits and Vegetables,222.746,OUT017,2007,,Tier 2,Supermarket Type1,3772.2999,Perisable,Low Visibilty
FDS45,5.18,Regular,0.0295,Snack Foods,105.162,OUT049,1999,Medium,Tier 1,Supermarket Type1,1800.684,Non-Perisable,Low Visibilty
NCJ06,20.1,Low Fat,0.0347,Household,121.178,OUT045,2002,,Tier 2,Supermarket Type1,1627.1678,Household,Low Visibilty
FDD36,13.3,Low Fat,0.0213,Baking Goods,117.212,OUT035,2004,Small,Tier 2,Supermarket Type1,1978.1854,Perisable,Low Visibilty
FDY25,12,Low Fat,0.034,Canned,182.598,OUT045,2002,,Tier 2,Supermarket Type1,2894.4054,Non-Perisable,Low Visibilty
FDU52,7.56,Low Fat,0.0638,Frozen Foods,154.963,OUT046,1997,Small,Tier 1,Supermarket Type1,2274.4365,Non-Perisable,Low Visibilty
DRK47,7.91,Low Fat,0.0644,Hard Drinks,227.069,OUT017,2007,,Tier 2,Supermarket Type1,3476.9154,Drinks,Low Visibilty
NCL30,18.1,Low Fat,0.0492,Household,128.434,OUT017,2007,,Tier 2,Supermarket Type1,1807.3423,Household,Low Visibilty
FDN22,18.85,Regular,0.1383,Snack Foods,251.872,OUT035,2004,Small,Tier 2,Supermarket Type1,3107.0362,Non-Perisable,High Visibility
FDK03,12.6,Regular,0.0739,Dairy,256.236,OUT035,2004,Small,Tier 2,Supermarket Type1,4525.1023,Perisable,Low Visibilty
FDT45,15.85,Low Fat,0.0576,Snack Foods,55.096,OUT017,2007,,Tier 2,Supermarket Type1,628.0117,Non-Perisable,Low Visibilty
FDP08,20.5,Regular,0.1129,Fruits and Vegetables,195.348,OUT018,2009,Medium,Tier 3,Supermarket Type2,3140.4909,Perisable,High Visibility
FDU44,12.15,Regular,0.0584,Fruits and Vegetables,163.255,OUT046,1997,Small,Tier 1,Supermarket Type1,2382.8727,Perisable,Low Visibilty
DRG39,14.15,Low Fat,0.0422,Dairy,52.798,OUT035,2004,Small,Tier 2,Supermarket Type1,760.0728,Perisable,Low Visibilty
FDU32,8.79,Low Fat,0.026,Fruits and Vegetables,121.941,OUT049,1999,Medium,Tier 1,Supermarket Type1,1642.1172,Perisable,Low Visibilty
FDY27,6.38,Low Fat,0,Dairy,178.534,OUT049,1999,Medium,Tier 1,Supermarket Type1,2403.8936,Perisable,Unknown
NCP54,15.35,Low Fat,0.0351,Household,123.073,OUT013,1987,High,Tier 3,Supermarket Type1,1763.8457,Household,Low Visibilty
NCZ41,19.85,Low Fat,0.0645,Health and Hygiene,126.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,2010.8903,Household,Low Visibilty
DRL49,13.15,Low Fat,0.0564,Soft Drinks,143.481,OUT013,1987,High,Tier 3,Supermarket Type1,1895.3416,Drinks,Low Visibilty
FDI05,8.35,Regular,0.1274,Frozen Foods,76.435,OUT018,2009,Medium,Tier 3,Supermarket Type2,1051.5281,Non-Perisable,High Visibility
FDY56,16.35,Regular,0.0625,Fruits and Vegetables,226.506,OUT045,2002,,Tier 2,Supermarket Type1,3769.6181,Perisable,Low Visibilty
DRC13,8.26,Regular,0.0324,Soft Drinks,124.973,OUT013,1987,High,Tier 3,Supermarket Type1,1494.2602,Drinks,Low Visibilty
NCV29,11.8,Low Fat,0.023,Health and Hygiene,179.569,OUT017,2007,,Tier 2,Supermarket Type1,2941.8381,Household,Low Visibilty
FDR24,17.35,Regular,0.0629,Baking Goods,88.983,OUT049,1999,Medium,Tier 1,Supermarket Type1,1289.7586,Perisable,Low Visibilty
FDZ34,6.7,Low Fat,0.0762,Starchy Foods,191.382,OUT018,2009,Medium,Tier 3,Supermarket Type2,2326.2053,Non-Perisable,Low Visibilty
FDP37,15.6,Low Fat,0.1431,Breakfast,126.499,OUT035,2004,Small,Tier 2,Supermarket Type1,2170.0895,Non-Perisable,High Visibility
FDS57,15.5,Low Fat,0.1037,Snack Foods,141.447,OUT045,2002,,Tier 2,Supermarket Type1,1759.4122,Non-Perisable,High Visibility
NCG18,15.3,Low Fat,0.023,Household,102.433,OUT049,1999,Medium,Tier 1,Supermarket Type1,1687.8498,Household,Low Visibilty
FDK25,11.6,Regular,0.1575,Breakfast,168.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2448.1395,Non-Perisable,High Visibility
FDH53,20.5,Regular,0.0192,Frozen Foods,80.959,OUT049,1999,Medium,Tier 1,Supermarket Type1,1098.2254,Non-Perisable,Low Visibilty
DRI59,9.5,Low Fat,0.041,Hard Drinks,223.009,OUT018,2009,Medium,Tier 3,Supermarket Type2,3869.7147,Drinks,Low Visibilty
FDA52,16.2,Regular,0.1284,Frozen Foods,177.237,OUT046,1997,Small,Tier 1,Supermarket Type1,2194.1384,Non-Perisable,High Visibility
FDT20,10.5,Low Fat,0.0693,Fruits and Vegetables,38.316,OUT010,1998,,Tier 3,Grocery Store,76.9435,Perisable,Low Visibilty
FDI24,10.3,Low Fat,0.0792,Baking Goods,174.737,OUT017,2007,,Tier 2,Supermarket Type1,2638.4203,Perisable,Low Visibilty
FDB28,6.62,Low Fat,0.0938,Dairy,199.243,OUT018,2009,Medium,Tier 3,Supermarket Type2,2384.662,Perisable,Low Visibilty
FDV11,9.1,Regular,0.0821,Breads,176.905,OUT017,2007,,Tier 2,Supermarket Type1,2653.1221,Perisable,Low Visibilty
FDP01,20.75,Regular,0.0633,Breakfast,154.168,OUT046,1997,Small,Tier 1,Supermarket Type1,2043.7435,Non-Perisable,Low Visibilty
FDZ44,8.19,Low Fat,0.0387,Fruits and Vegetables,118.581,OUT013,1987,High,Tier 3,Supermarket Type1,1574.1339,Perisable,Low Visibilty
DRO59,11.8,Low Fat,0.0541,Hard Drinks,75.801,OUT035,2004,Small,Tier 2,Supermarket Type1,1203.8562,Drinks,Low Visibilty
DRB48,16.75,Regular,0.0249,Soft Drinks,39.182,OUT045,2002,,Tier 2,Supermarket Type1,584.4024,Drinks,Low Visibilty
FDR21,19.7,Low Fat,0.0672,Snack Foods,175.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2428.2167,Non-Perisable,Low Visibilty
NCE42,21.1,Low Fat,0.0177,Household,234.796,OUT010,1998,,Tier 3,Grocery Store,466.5971,Household,Low Visibilty
FDO23,17.85,Low Fat,0.1464,Breads,93.444,OUT046,1997,Small,Tier 1,Supermarket Type1,1415.1561,Perisable,High Visibility
NCE30,16,Low Fat,0.0995,Household,212.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,3242.885,Household,Low Visibilty
FDQ22,16.75,Low Fat,0.0297,Snack Foods,37.682,OUT035,2004,Small,Tier 2,Supermarket Type1,389.9917,Non-Perisable,Low Visibilty
FDY01,11.8,Regular,0.1706,Canned,115.383,OUT045,2002,,Tier 2,Supermarket Type1,1735.2429,Non-Perisable,High Visibility
FDS08,5.74,Low Fat,0.0573,Fruits and Vegetables,177.837,OUT017,2007,,Tier 2,Supermarket Type1,2014.9626,Perisable,Low Visibilty
FDG28,9.29,Regular,0.0495,Frozen Foods,246.714,OUT018,2009,Medium,Tier 3,Supermarket Type2,2887.4664,Non-Perisable,Low Visibilty
FDQ51,16,Regular,0.0176,Meat,48.172,OUT018,2009,Medium,Tier 3,Supermarket Type2,576.8353,Perisable,Low Visibilty
FDB05,5.16,Low Fat,0.0837,Frozen Foods,249.478,OUT017,2007,,Tier 2,Supermarket Type1,2149.8175,Non-Perisable,Low Visibilty
FDO56,10.2,Regular,0.0451,Fruits and Vegetables,116.581,OUT049,1999,Medium,Tier 1,Supermarket Type1,1515.7042,Perisable,Low Visibilty
FDE02,8.71,Low Fat,0,Canned,91.978,OUT018,2009,Medium,Tier 3,Supermarket Type2,1017.8578,Non-Perisable,Unknown
FDN45,19.35,Low Fat,0.1188,Snack Foods,223.209,OUT017,2007,,Tier 2,Supermarket Type1,3237.0185,Non-Perisable,High Visibility
FDS09,8.9,Regular,0.081,Snack Foods,49.001,OUT013,1987,High,Tier 3,Supermarket Type1,720.0832,Non-Perisable,Low Visibilty
NCA54,16.5,Low Fat,0.0368,Household,181.432,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.98,Household,Low Visibilty
FDP09,19.75,Low Fat,0.0567,Snack Foods,212.79,OUT010,1998,,Tier 3,Grocery Store,462.4691,Non-Perisable,Low Visibilty
FDC53,8.68,Low Fat,0.0089,Frozen Foods,99.038,OUT045,2002,,Tier 2,Supermarket Type1,1134.1957,Non-Perisable,Low Visibilty
NCM55,15.6,Low Fat,0.0671,Others,186.592,OUT017,2007,,Tier 2,Supermarket Type1,2622.5722,Non-Perisable,Low Visibilty
FDL09,19.6,Regular,0.1286,Snack Foods,169.082,OUT018,2009,Medium,Tier 3,Supermarket Type2,2024.7825,Non-Perisable,High Visibility
FDA50,16.25,Low Fat,0.0874,Dairy,94.541,OUT045,2002,,Tier 2,Supermarket Type1,1284.8892,Perisable,Low Visibilty
FDC23,18,Low Fat,0.018,Starchy Foods,178.969,OUT017,2007,,Tier 2,Supermarket Type1,2734.7245,Non-Perisable,Low Visibilty
FDE22,9.7,Low Fat,0.0296,Snack Foods,158.892,OUT049,1999,Medium,Tier 1,Supermarket Type1,2372.9848,Non-Perisable,Low Visibilty
FDD23,9.5,Regular,0.0487,Starchy Foods,186.89,OUT046,1997,Small,Tier 1,Supermarket Type1,3086.5565,Non-Perisable,Low Visibilty
NCA29,10.5,Low Fat,0.0273,Household,172.711,OUT049,1999,Medium,Tier 1,Supermarket Type1,2820.3058,Household,Low Visibilty
FDK38,6.65,Low Fat,0.0533,Canned,147.073,OUT046,1997,Small,Tier 1,Supermarket Type1,2207.5826,Non-Perisable,Low Visibilty
DRC13,8.26,Regular,0.0324,Soft Drinks,121.673,OUT046,1997,Small,Tier 1,Supermarket Type1,1653.1029,Drinks,Low Visibilty
NCP43,17.75,Low Fat,0.0306,Others,179.166,OUT049,1999,Medium,Tier 1,Supermarket Type1,2770.9619,Non-Perisable,Low Visibilty
FDX28,6.33,Low Fat,0.1254,Frozen Foods,99.704,OUT049,1999,Medium,Tier 1,Supermarket Type1,1313.6603,Non-Perisable,High Visibility
FDF08,14.3,Regular,0.0653,Fruits and Vegetables,89.886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1325.6094,Perisable,Low Visibilty
FDZ33,10.2,Low Fat,0.1074,Snack Foods,149.508,OUT046,1997,Small,Tier 1,Supermarket Type1,2176.0968,Non-Perisable,High Visibility
FDD10,20.6,Regular,0.0461,Snack Foods,178.634,OUT049,1999,Medium,Tier 1,Supermarket Type1,2038.8342,Non-Perisable,Low Visibilty
FDO58,19.6,Low Fat,0.0398,Snack Foods,162.453,OUT017,2007,,Tier 2,Supermarket Type1,2444.0231,Non-Perisable,Low Visibilty
FDI50,8.42,Regular,0.031,Canned,230.135,OUT017,2007,,Tier 2,Supermarket Type1,4297.9961,Non-Perisable,Low Visibilty
FDO58,19.6,Low Fat,0.0397,Snack Foods,165.753,OUT045,2002,,Tier 2,Supermarket Type1,2301.2197,Non-Perisable,Low Visibilty
FDX08,12.85,Low Fat,0.0226,Fruits and Vegetables,181.032,OUT013,1987,High,Tier 3,Supermarket Type1,3222.8374,Perisable,Low Visibilty
NCK17,11,Low Fat,0.0634,Health and Hygiene,40.848,OUT010,1998,,Tier 3,Grocery Store,93.6869,Household,Low Visibilty
FDF39,14.85,Regular,0.0195,Dairy,262.091,OUT035,2004,Small,Tier 2,Supermarket Type1,4647.873,Perisable,Low Visibilty
FDU45,15.6,Regular,0.0594,Snack Foods,112.052,OUT010,1998,,Tier 3,Grocery Store,210.994,Non-Perisable,Low Visibilty
NCJ18,12.35,Low Fat,0.1646,Household,117.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,1453.7493,Household,High Visibility
DRC25,5.73,Low Fat,0.0454,Soft Drinks,85.188,OUT035,2004,Small,Tier 2,Supermarket Type1,1242.1309,Drinks,Low Visibilty
FDU59,5.78,Low Fat,0.0964,Breads,160.655,OUT035,2004,Small,Tier 2,Supermarket Type1,1915.9367,Perisable,Low Visibilty
FDU28,19.2,Regular,0,Frozen Foods,189.621,OUT035,2004,Small,Tier 2,Supermarket Type1,3349.1278,Non-Perisable,Unknown
NCP30,20.5,Low Fat,0.0328,Household,40.982,OUT046,1997,Small,Tier 1,Supermarket Type1,580.7514,Household,Low Visibilty
FDB39,11.6,Low Fat,0.0387,Dairy,55.127,OUT018,2009,Medium,Tier 3,Supermarket Type2,662.4473,Perisable,Low Visibilty
FDE41,9.2,Regular,0.064,Frozen Foods,86.457,OUT013,1987,High,Tier 3,Supermarket Type1,1100.8458,Non-Perisable,Low Visibilty
DRH11,5.98,Low Fat,0.1265,Hard Drinks,56.361,OUT010,1998,,Tier 3,Grocery Store,101.5645,Drinks,High Visibility
FDA58,9.4,Low Fat,0.104,Snack Foods,236.093,OUT045,2002,,Tier 2,Supermarket Type1,3156.8522,Non-Perisable,High Visibility
FDU50,5.75,Regular,0.0752,Dairy,115.318,OUT046,1997,Small,Tier 1,Supermarket Type1,1671.6038,Perisable,Low Visibilty
FDM34,19,Low Fat,0.0674,Snack Foods,129.663,OUT013,1987,High,Tier 3,Supermarket Type1,1820.3075,Non-Perisable,Low Visibilty
FDR39,20.35,Low Fat,0.084,Meat,183.829,OUT045,2002,,Tier 2,Supermarket Type1,3225.0839,Perisable,Low Visibilty
FDM25,10.7,Regular,0.0608,Breakfast,175.671,OUT045,2002,,Tier 2,Supermarket Type1,2788.4708,Non-Perisable,Low Visibilty
FDQ49,20.2,Regular,0.0393,Breakfast,156.463,OUT049,1999,Medium,Tier 1,Supermarket Type1,2153.8134,Non-Perisable,Low Visibilty
DRH25,18.7,Low Fat,0.0147,Soft Drinks,52.332,OUT018,2009,Medium,Tier 3,Supermarket Type2,625.902,Drinks,Low Visibilty
NCR42,9.11,Low Fat,0.0386,Household,32.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,275.1459,Household,Low Visibilty
DRL59,16.75,Low Fat,0.0212,Hard Drinks,52.73,OUT046,1997,Small,Tier 1,Supermarket Type1,685.0769,Drinks,Low Visibilty
FDX43,5.66,Low Fat,0.0852,Fruits and Vegetables,168.45,OUT013,1987,High,Tier 3,Supermarket Type1,2252.1736,Perisable,Low Visibilty
DRK47,7.91,Low Fat,0.1072,Hard Drinks,226.669,OUT010,1998,,Tier 3,Grocery Store,479.7851,Drinks,High Visibility
FDU48,18.85,Low Fat,0.0556,Baking Goods,131.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,1130.393,Perisable,Low Visibilty
FDY12,9.8,Regular,0.1409,Baking Goods,50.201,OUT045,2002,,Tier 2,Supermarket Type1,773.4777,Perisable,High Visibility
NCN43,12.15,Low Fat,0.0068,Others,122.573,OUT018,2009,Medium,Tier 3,Supermarket Type2,1439.1986,Non-Perisable,Low Visibilty
NCM55,15.6,Low Fat,0.067,Others,184.092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2494.9106,Non-Perisable,Low Visibilty
FDX13,7.73,Low Fat,0.0478,Canned,251.009,OUT035,2004,Small,Tier 2,Supermarket Type1,4691.102,Non-Perisable,Low Visibilty
FDG20,15.5,Regular,0.1259,Fruits and Vegetables,175.403,OUT049,1999,Medium,Tier 1,Supermarket Type1,2214.9969,Perisable,High Visibility
DRG27,8.9,Low Fat,0.1057,Dairy,40.014,OUT017,2007,,Tier 2,Supermarket Type1,584.4104,Perisable,High Visibility
FDY14,10.3,Low Fat,0.0703,Dairy,264.323,OUT018,2009,Medium,Tier 3,Supermarket Type2,3886.4652,Perisable,Low Visibilty
FDP59,20.85,Regular,0.0565,Breads,102.765,OUT035,2004,Small,Tier 2,Supermarket Type1,1606.6908,Perisable,Low Visibilty
FDU60,20,Regular,0,Baking Goods,169.113,OUT017,2007,,Tier 2,Supermarket Type1,3417.7096,Perisable,Unknown
DRJ39,20.25,Low Fat,0.0365,Dairy,218.148,OUT017,2007,,Tier 2,Supermarket Type1,3663.8788,Perisable,Low Visibilty
FDS07,12.35,Low Fat,0.0999,Fruits and Vegetables,113.452,OUT049,1999,Medium,Tier 1,Supermarket Type1,1676.8743,Perisable,Low Visibilty
FDP51,13.85,Regular,0.0854,Meat,120.412,OUT045,2002,,Tier 2,Supermarket Type1,1821.9204,Perisable,Low Visibilty
FDU16,19.25,Regular,0.0583,Frozen Foods,81.991,OUT035,2004,Small,Tier 2,Supermarket Type1,1225.6939,Non-Perisable,Low Visibilty
FDH12,9.6,Low Fat,0.0849,Baking Goods,106.528,OUT013,1987,High,Tier 3,Supermarket Type1,1693.6103,Perisable,Low Visibilty
